('2010-10-13!4', 52)
('2010-10-13!5', 40)
('2010-10-13!6', 36)
('2010-10-13!7', 28)
('2010-10-13!8', 16)
('2010-10-13!9', 9)
('2010-10-14!0', 0)
('2010-10-14!1', 58)
('2010-10-14!10', 10)
('2010-10-14!12', 60)
('2010-10-14!13', 13)
('2010-10-14!14', 14)
('2010-10-14!15', 30)
('2010-10-14!16', 16)
('2010-10-14!2', 60)
('2010-10-14!23', 46)
('2010-10-14!25', 25)
('2010-10-14!27', 27)
('2010-10-14!3', 57)
('2010-10-14!36', 36)
('2010-10-14!4', 72)
('2010-10-14!5', 55)
('2010-10-14!6', 96)
('2010-10-14!7', 42)
('2010-10-14!8', 24)
('2010-10-14!9', 9)
('2010-10-15!0', 0)
('2010-10-15!1', 38)
('2010-10-15!12', 12)
('2010-10-15!13', 13)
('2010-10-15!14', 28)
('2010-10-15!15', 30)
('2010-10-15!16', 32)
('2010-10-15!18', 18)
('2010-10-15!2', 50)
('2010-10-15!20', 20)
('2010-10-15!25', 25)
('2010-10-15!27', 27)
('2010-10-15!28', 28)
('2010-10-15!3', 60)
('2010-10-15!4', 36)
('2010-10-15!5', 45)
('2010-10-15!6', 66)
('2010-10-15!7', 56)
('2010-10-15!8', 24)
('2010-10-15!9', 9)
('2010-10-16!0', 0)
('2010-10-16!1', 40)
('2010-10-16!10', 50)
('2010-10-16!11', 11)
('2010-10-16!13', 78)
('2010-10-16!14', 28)
('2010-10-16!15', 30)
('2010-10-16!16', 32)
('2010-10-16!17', 17)
('2010-10-16!19', 19)
('2010-10-16!2', 52)
('2010-10-16!20', 20)
('2010-10-16!21', 21)
('2010-10-16!22', 22)
('2010-10-16!25', 25)
('2010-10-16!3', 39)
('2010-10-16!31', 31)
('2010-10-16!4', 64)
('2010-10-16!5', 55)
('2010-10-16!6', 60)
('2010-10-16!7', 28)
('2010-10-16!8', 48)
('2010-10-16!9', 18)
('2010-10-17!0', 0)
('2010-10-17!1', 9)
('2010-10-17!2', 4)
('2010-10-17!3', 3)
('2010-10-17!4', 8)
('2010-10-18!0', 0)
('2010-10-18!1', 39)
('2010-10-18!10', 20)
('2010-10-18!12', 24)
('2010-10-18!14', 14)
('2010-10-18!15', 15)
('2010-10-18!16', 32)
('2010-10-18!2', 40)
('2010-10-18!24', 24)
('2010-10-18!25', 25)
('2010-10-18!3', 48)
('2010-10-18!4', 32)
('2010-10-18!5', 65)
('2010-10-18!6', 36)
('2010-10-18!60', 60)
('2010-10-18!7', 21)
('2010-10-18!8', 40)
('2010-10-18!9', 27)
('2010-10-19!0', 0)
('2010-10-19!1', 42)
('2010-10-19!10', 40)
('2010-10-19!11', 22)
('2010-10-19!12', 24)
('2010-10-19!13', 13)
('2010-10-19!16', 16)
('2010-10-19!2', 36)
('2010-10-19!3', 60)
('2010-10-19!4', 44)
('2010-10-19!5', 25)
('2010-10-19!6', 48)
('2010-10-19!7', 63)
('2010-10-19!8', 24)
('2010-10-19!9', 18)
