(0, 7919)
(1, 37)
(2, 18)
(3, 4)
(4, 13)
(5, 14)
(6, 2)
(7, 21)
(8, 43)
(9, 12)
(10, 29)
(11, 14)
(12, 10)
(13, 18)
(14, 18)
(15, 29)
(16, 16)
(17, 11)
(18, 32)
(19, 57)
(20, 16)
(21, 14)
(22, 31)
(23, 22)
(24, 24)
(25, 29)
(26, 28)
(27, 26)
(28, 21)
(29, 21)
(30, 17)
(31, 24)
(32, 26)
(33, 20)
(34, 29)
(35, 30)
(36, 26)
(37, 43)
(38, 28)
(39, 34)
(40, 32)
(41, 31)
(42, 27)
(43, 40)
(44, 53)
(45, 48)
(46, 36)
(47, 41)
(48, 27)
(49, 38)
(50, 24)
(51, 20)
(52, 30)
(53, 41)
(54, 49)
(55, 42)
(56, 36)
(57, 33)
(58, 30)
(59, 42)
(60, 45)
(61, 35)
(62, 29)
(63, 39)
(64, 29)
(65, 43)
(66, 44)
(67, 37)
(68, 41)
(69, 41)
(70, 33)
(71, 34)
(72, 37)
(73, 43)
(74, 38)
(75, 36)
(76, 32)
(77, 31)
(78, 30)
(79, 32)
(80, 43)
(81, 44)
(82, 43)
(83, 39)
(84, 36)
(85, 29)
(86, 40)
(87, 42)
(88, 50)
(89, 40)
(90, 57)
(91, 45)
(92, 44)
(93, 44)
(94, 42)
(95, 44)
(96, 56)
(97, 42)
(98, 46)
(99, 47)
(100, 46)
(101, 51)
(102, 55)
(103, 39)
(104, 54)
(105, 42)
(106, 54)
(107, 40)
(108, 58)
(109, 63)
(110, 66)
(111, 49)
(112, 64)
(113, 52)
(114, 56)
(115, 69)
(116, 73)
(117, 74)
(118, 61)
(119, 100)
(120, 64)
(121, 67)
(122, 81)
(123, 86)
(124, 98)
(125, 86)
(126, 116)
(127, 87)
(128, 74)
(129, 98)
(130, 106)
(131, 94)
(132, 90)
(133, 114)
(134, 61)
(135, 81)
(136, 57)
(137, 86)
(138, 79)
(139, 86)
(140, 85)
(141, 94)
(142, 79)
(143, 87)
(144, 79)
(145, 95)
(146, 84)
(147, 93)
(148, 81)
(149, 97)
(150, 87)
(151, 86)
(152, 91)
(153, 108)
(154, 88)
(155, 114)
(156, 113)
(157, 90)
(158, 93)
(159, 126)
(160, 118)
(161, 105)
(162, 118)
(163, 114)
(164, 108)
(165, 106)
(166, 117)
(167, 116)
(168, 93)
(169, 111)
(170, 133)
(171, 115)
(172, 109)
(173, 102)
(174, 124)
(175, 106)
(176, 122)
(177, 126)
(178, 117)
(179, 132)
(180, 122)
(181, 133)
(182, 128)
(183, 137)
(184, 139)
(185, 130)
(186, 131)
(187, 144)
(188, 128)
(189, 122)
(190, 162)
(191, 144)
(192, 137)
(193, 163)
(194, 157)
(195, 151)
(196, 151)
(197, 154)
(198, 162)
(199, 140)
(200, 149)
(201, 176)
(202, 164)
(203, 150)
(204, 139)
(205, 158)
(206, 165)
(207, 175)
(208, 176)
(209, 169)
(210, 164)
(211, 165)
(212, 167)
(213, 180)
(214, 154)
(215, 177)
(216, 186)
(217, 197)
(218, 179)
(219, 172)
(220, 172)
(221, 177)
(222, 223)
(223, 210)
(224, 191)
(225, 206)
(226, 166)
(227, 196)
(228, 193)
(229, 191)
(230, 217)
(231, 184)
(232, 208)
(233, 211)
(234, 241)
(235, 210)
(236, 216)
(237, 209)
(238, 226)
(239, 233)
(240, 249)
(241, 217)
(242, 222)
(243, 228)
(244, 197)
(245, 227)
(246, 235)
(247, 255)
(248, 211)
(249, 234)
(250, 233)
(251, 242)
(252, 257)
(253, 258)
(254, 253)
(255, 252)
(256, 263)
(257, 275)
(258, 235)
(259, 279)
(260, 237)
(261, 266)
(262, 275)
(263, 238)
(264, 290)
(265, 230)
(266, 257)
(267, 275)
(268, 257)
(269, 273)
(270, 258)
(271, 262)
(272, 274)
(273, 251)
(274, 254)
(275, 264)
(276, 271)
(277, 291)
(278, 264)
(279, 272)
(280, 307)
(281, 276)
(282, 280)
(283, 275)
(284, 293)
(285, 298)
(286, 278)
(287, 272)
(288, 271)
(289, 299)
(290, 296)
(291, 317)
(292, 311)
(293, 327)
(294, 301)
(295, 337)
(296, 317)
(297, 303)
(298, 301)
(299, 327)
(300, 329)
(301, 334)
(302, 348)
(303, 296)
(304, 371)
(305, 331)
(306, 287)
(307, 335)
(308, 322)
(309, 343)
(310, 372)
(311, 349)
(312, 345)
(313, 372)
(314, 345)
(315, 347)
(316, 334)
(317, 347)
(318, 324)
(319, 323)
(320, 329)
(321, 344)
(322, 321)
(323, 352)
(324, 320)
(325, 322)
(326, 353)
(327, 353)
(328, 352)
(329, 347)
(330, 331)
(331, 346)
(332, 391)
(333, 370)
(334, 346)
(335, 341)
(336, 386)
(337, 344)
(338, 343)
(339, 391)
(340, 403)
(341, 387)
(342, 396)
(343, 356)
(344, 371)
(345, 391)
(346, 376)
(347, 377)
(348, 436)
(349, 412)
(350, 469)
(351, 422)
(352, 459)
(353, 454)
(354, 464)
(355, 501)
(356, 445)
(357, 444)
(358, 501)
(359, 547)
(360, 526)
(361, 495)
(362, 524)
(363, 570)
(364, 580)
(365, 544)
(366, 584)
(367, 546)
(368, 579)
(369, 576)
(370, 569)
(371, 583)
(372, 576)
(373, 585)
(374, 574)
(375, 528)
(376, 533)
(377, 517)
(378, 500)
(379, 561)
(380, 531)
(381, 501)
(382, 500)
(383, 475)
(384, 430)
(385, 427)
(386, 463)
(387, 456)
(388, 419)
(389, 389)
(390, 397)
(391, 412)
(392, 465)
(393, 439)
(394, 401)
(395, 444)
(396, 431)
(397, 410)
(398, 430)
(399, 401)
(400, 424)
(401, 421)
(402, 437)
(403, 383)
(404, 438)
(405, 404)
(406, 404)
(407, 431)
(408, 448)
(409, 418)
(410, 419)
(411, 396)
(412, 418)
(413, 402)
(414, 416)
(415, 399)
(416, 441)
(417, 416)
(418, 425)
(419, 425)
(420, 431)
(421, 433)
(422, 407)
(423, 403)
(424, 434)
(425, 384)
(426, 407)
(427, 393)
(428, 420)
(429, 364)
(430, 434)
(431, 393)
(432, 425)
(433, 450)
(434, 427)
(435, 423)
(436, 398)
(437, 427)
(438, 425)
(439, 399)
(440, 419)
(441, 428)
(442, 477)
(443, 390)
(444, 429)
(445, 456)
(446, 430)
(447, 420)
(448, 447)
(449, 436)
(450, 401)
(451, 441)
(452, 452)
(453, 385)
(454, 439)
(455, 433)
(456, 413)
(457, 446)
(458, 438)
(459, 444)
(460, 450)
(461, 466)
(462, 443)
(463, 439)
(464, 442)
(465, 428)
(466, 447)
(467, 413)
(468, 424)
(469, 421)
(470, 450)
(471, 398)
(472, 435)
(473, 404)
(474, 470)
(475, 398)
(476, 434)
(477, 434)
(478, 461)
(479, 404)
(480, 438)
(481, 391)
(482, 440)
(483, 423)
(484, 445)
(485, 395)
(486, 454)
(487, 438)
(488, 418)
(489, 448)
(490, 475)
(491, 444)
(492, 449)
(493, 466)
(494, 425)
(495, 429)
(496, 442)
(497, 433)
(498, 429)
(499, 424)
(500, 408)
(501, 440)
(502, 423)
(503, 374)
(504, 417)
(505, 393)
(506, 417)
(507, 480)
(508, 421)
(509, 442)
(510, 413)
(511, 444)
(512, 423)
(513, 443)
(514, 396)
(515, 396)
(516, 440)
(517, 409)
(518, 405)
(519, 422)
(520, 420)
(521, 425)
(522, 407)
(523, 404)
(524, 414)
(525, 401)
(526, 435)
(527, 428)
(528, 422)
(529, 455)
(530, 407)
(531, 408)
(532, 436)
(533, 409)
(534, 397)
(535, 400)
(536, 397)
(537, 402)
(538, 424)
(539, 411)
(540, 388)
(541, 431)
(542, 408)
(543, 409)
(544, 385)
(545, 387)
(546, 377)
(547, 391)
(548, 419)
(549, 376)
(550, 388)
(551, 438)
(552, 423)
(553, 384)
(554, 398)
(555, 384)
(556, 365)
(557, 409)
(558, 409)
(559, 376)
(560, 357)
(561, 403)
(562, 408)
(563, 410)
(564, 393)
(565, 401)
(566, 397)
(567, 405)
(568, 314)
(569, 378)
(570, 408)
(571, 392)
(572, 371)
(573, 404)
(574, 380)
(575, 383)
(576, 385)
(577, 427)
(578, 429)
(579, 372)
(580, 370)
(581, 334)
(582, 358)
(583, 368)
(584, 366)
(585, 374)
(586, 375)
(587, 375)
(588, 371)
(589, 367)
(590, 360)
(591, 361)
(592, 355)
(593, 366)
(594, 352)
(595, 376)
(596, 347)
(597, 384)
(598, 383)
(599, 341)
(600, 384)
(601, 359)
(602, 381)
(603, 348)
(604, 351)
(605, 371)
(606, 378)
(607, 355)
(608, 353)
(609, 373)
(610, 353)
(611, 370)
(612, 337)
(613, 386)
(614, 330)
(615, 375)
